Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
Australia,2011,Hydro,60804.97396,15249.95248,3407586690,231533.3118,414.4598242,0.017284089,0.051819417,667350105.9,45.5659194,2322828998,532,15.58474138,1.29719E+14,498984844,1,1,1,0,17.86385132,7.417960444,5.513904408,3.06473137,288711.0086,15.48506011,251.4183118,12.38752926,21.0116194,5.768439075
France,2011,Solar,99030.31134,22314.20715,2402546833,305020.0334,146.9160086,0.591822931,0.156310509,493227930.6,48.54125619,1686505526,728,59.45893248,1.60213E+14,354132953,1,0,1,0,43.54586199,4.820228111,3.106785086,9.419834985,406089.9794,7.626780185,146.6198341,13.57185289,27.47336836,16.37473863
Russia,2008,Wind,37568.25762,28973.73477,8025174117,705812.8976,633.4683025,0.697769693,0.115736714,597865354.1,99.07138395,26920921.7,335,61.46402561,1.23109E+14,1262963152,0,0,0,1,97.84522013,0.73441062,0.145917685,3.05248549,5581.410897,1.66607388,285.8770124,10.32171183,36.84969505,44.01820693
Japan,2002,Solar,80863.71109,42155.15653,9540116645,587045.2785,600.8181869,0.430856968,0.098718738,400469101.7,58.2514916,577141206.4,424,12.08890651,1.80395E+14,1028468450,1,1,1,0,9.974390724,9.112123834,7.663834954,2.722173529,990079.4447,29.1738633,186.5790325,4.815294987,99.83131683,12.0723433
Germany,2021,Hydro,19550.52205,23082.42236,2285817078,244111.4528,455.6843541,0.457654446,0.074431144,923011581.4,3.032570995,7952584259,68,93.93922136,1.07013E+14,519957242,1,1,0,1,6.287982975,1.001012793,3.876841999,0.051464699,219299.4175,14.533797,137.8434179,5.906151482,40.64222049,7.935786552
Canada,2008,Wind,52083.37516,43286.43714,5076512441,985020.6556,233.8211367,0.629851627,0.384264947,480810478.8,42.69583853,5898895322,757,27.24619673,6.97946E+13,549714135,1,1,1,1,13.79737599,4.061984278,3.387377713,2.13214802,590718.0026,19.43341796,296.1282179,12.96077411,40.11911888,72.47742758
Brazil,2005,Biomass,47113.78241,36048.46699,6788030204,396870.9543,481.6680178,0.860955368,0.228163433,227105527.8,24.91267002,9269056470,599,24.53794869,9.66172E+13,295493576,0,0,1,1,5.763181269,8.163850232,4.311040147,4.81258783,326223.6536,12.75163375,233.6295137,9.207982362,73.69522295,15.65832177
Japan,2011,Hydro,14051.50081,7365.526238,3209835457,397871.6155,908.8870491,0.366108395,0.471745897,364377383.9,55.33688713,5614561171,951,45.95418889,4.02857E+13,347185781,0,1,0,1,18.64066746,2.430053491,4.373419597,2.892683317,673945.7407,33.30349876,289.4289836,7.014797755,10.91839369,75.87575778
Germany,2001,Hydro,83128.30082,41791.27632,3533926671,405651.53,733.8254587,0.934388316,0.381401571,678379758.5,96.6087058,9388035403,134,4.133785041,8.74319E+13,710112959,0,1,1,1,61.0026671,4.180191334,5.69046455,8.258454141,71881.13995,12.87957239,155.5729573,10.19430474,55.90618888,72.94243679
Japan,2008,Geothermal,67508.08491,22781.72635,8599416.851,463697.6647,208.7874926,0.912106748,0.173897043,60563782.03,61.45341724,9532071415,984,41.22489836,1.92581E+14,1379925319,1,1,1,0,68.19394497,3.219353023,3.226890835,8.796594772,147126.1794,-0.533846556,162.3958833,1.742800263,68.9141118,11.99521422
China,2010,Solar,31085.05393,31338.19528,2888420123,600508.5754,128.9468464,0.838195904,0.330416738,461411452.6,46.75801253,84451400.04,845,78.65715968,1.49335E+14,386753052,1,1,1,1,59.37600899,5.681677677,3.828691905,6.836182773,537243.8803,6.600890509,110.2801591,14.40196456,75.59899836,93.77326471
Canada,2023,Geothermal,77626.96173,10393.30775,4991930086,827739.0386,324.2016861,0.81532481,0.433841222,756467648.2,84.33034982,9126284219,592,67.36966803,4.2886E+13,1050246229,0,1,1,1,13.40381861,7.368338102,9.402628792,3.783610305,800716.7511,-7.969472646,133.0137088,9.061544456,68.03246756,89.42460055
Germany,2004,Solar,69797.11013,6159.854746,113663683.3,679734.391,782.0040843,0.458441156,0.480640374,71545829.4,1.524780873,7371795398,7,22.49662434,8.87863E+12,917511455,1,1,1,0,57.33213985,6.459074627,1.195064314,3.480646474,675960.0277,24.91678245,229.2549848,3.445518419,52.2251975,14.34277485
France,2017,Hydro,30308.89587,42443.13666,4855789362,581412.061,952.1456611,0.184272934,0.406652991,99196637.8,71.20130647,5341358771,467,16.63021848,7.98463E+13,1049711100,1,0,0,0,95.18067773,4.743445547,4.379260008,6.021031992,162802.0043,20.50703808,284.9091362,13.32307753,74.07725085,90.72509103
Canada,2010,Biomass,71259.72245,45312.09272,8844069672,546571.7112,252.7923693,0.243638488,0.292052075,262962120.9,91.25850018,8634429757,427,51.4460628,1.65338E+14,10490536,1,0,1,0,31.28061811,7.367735498,4.141156412,2.125306582,781052.9867,19.2912668,101.0407804,7.803036101,33.5822238,7.756705972
Canada,2014,Biomass,6453.090665,16913.69224,7292534733,699292.6607,972.2851274,0.537703637,0.153858122,502274565.6,41.30985225,4206539516,261,67.8043895,1.78694E+14,193006091,0,0,1,0,43.70618402,4.050310976,9.579764622,7.747577623,870283.0989,6.717122576,181.1636233,0.96097274,71.75988869,5.333000489
India,2012,Wind,64213.77459,47264.20162,1386235405,929497.327,43.966818,0.038036063,0.408496313,155572466.9,77.49885291,4528117992,603,64.97738862,6.78861E+13,1207597871,0,1,1,1,23.78788768,8.419161094,9.171056735,1.779089178,236504.5329,-7.549770022,208.5868862,9.655263356,33.62002455,42.18383712
Russia,2022,Hydro,54007.55565,47565.08257,920319093.1,892723.2823,952.23768,0.000515167,0.175388002,161935655.7,17.87677158,5512914156,604,70.68738196,3.69744E+13,440986207,0,1,1,1,99.88376389,7.078849859,7.097067492,6.89633498,210572.0698,26.86280147,250.595418,10.63948583,16.51605571,31.22677477
Brazil,2006,Solar,93991.02414,43142.31474,7669709215,89179.02874,568.9520303,0.669889183,0.219241322,111049360.9,24.5770661,8088923683,722,1.766438339,1.76101E+14,1018274123,0,0,0,0,59.88068106,6.446058801,3.301523438,9.450735592,486689.9539,-2.376553682,161.1252089,10.93801882,43.74506677,64.44807491
Canada,2009,Biomass,98145.52286,35230.32644,9327478395,45707.85756,125.55075,0.979011386,0.388730275,897924464.5,30.4565342,7461347584,928,83.69930903,5.10955E+13,455147159,1,1,0,1,70.89898977,3.659397126,9.044595688,5.277665954,28214.81122,10.76316545,184.3224265,6.20913415,45.96109211,35.13947681
India,2021,Biomass,56343.28845,32215.44413,6686652425,659723.2739,505.3179955,0.078482933,0.470313979,286736756.3,60.47319126,403493783.3,442,26.13069529,8.93732E+13,299503518,1,1,1,0,44.07782357,8.626596921,3.328861487,9.449937326,468373.1925,18.29570655,174.0736145,11.43700492,36.1127636,4.408164916
USA,2003,Hydro,52515.80196,40223.21039,1488474891,990564.1074,286.3666367,0.419643924,0.403510356,816922042.4,92.94804235,4208589744,462,97.51475213,5.626E+13,391133311,0,0,1,0,31.23752227,4.964828582,8.032483307,2.35665619,841794.3504,29.64651288,162.934482,5.335089237,49.41529244,94.90833889
Japan,2008,Wind,25324.49537,9921.553684,283540083.8,504831.5647,259.0067622,0.592858313,0.153561508,251279284.7,92.71670684,1167223393,889,81.02582892,1.03178E+14,277655697,0,1,0,1,55.67621595,2.547839348,3.813936649,3.177102567,841992.3872,8.08553154,123.6666498,13.67610038,53.2822469,1.884477069
France,2019,Biomass,65671.92483,21519.1502,6876656143,547526.7056,918.5200863,0.941744162,0.439737771,868097209.5,73.1781162,3113595534,401,9.398904889,1.39508E+14,687699837,0,1,1,0,92.73675016,7.448156526,6.401345371,4.641257733,780627.1681,31.90428276,283.9667638,3.962783664,91.75603989,16.28022873
India,2014,Wind,90483.64716,28526.81641,9359773764,363527.6978,940.6148654,0.683330415,0.069662516,19569394.89,8.960623949,224698807,131,91.73983503,1.20109E+13,796046057,0,0,1,0,87.38831609,2.437824894,4.879020863,2.294287522,132562.7863,37.73960957,220.4361353,6.664297102,17.62275596,78.7585086
Japan,2003,Wind,59115.99767,27979.9922,4582974096,265533.3495,954.7693736,0.213684582,0.374129779,894428695.3,16.85623687,2432440457,76,40.75906608,1.39242E+14,667329824,1,0,0,1,95.1603045,5.538427205,6.908240656,8.438031464,147981.5051,14.82304487,172.6799712,7.880459564,56.97894511,78.42235539
China,2020,Solar,43895.01101,21928.16659,4793172989,707285.0919,384.0291455,0.605283266,0.390176173,401379893.6,74.9074799,3451627076,763,93.29500719,7.47535E+13,222032748,0,1,1,1,63.15696294,0.082057937,5.011267189,2.55887907,159880.3713,39.37479698,276.7812011,9.348657308,37.10611997,21.454308
Australia,2011,Solar,8250.397486,36886.64684,9153566536,92252.86142,927.2302592,0.633310522,0.110709314,798132713.5,0.558961286,1212130586,21,90.21033601,1.57483E+13,419447434,0,0,0,0,29.565149,6.938344532,4.925291169,8.704139167,375328.5111,7.102675405,214.8713208,14.92086943,85.57486357,29.1015876
China,2013,Geothermal,83872.42269,40748.35451,2752308766,2581.940831,69.48862428,0.440535465,0.157632418,987922470.3,14.87692149,7854174404,473,17.45844502,69653073423,1440693936,1,0,1,1,90.03216487,3.433568412,8.279483081,7.25618249,323191.3214,21.97877745,249.3416848,13.1036443,9.377154189,91.62081807
Brazil,2007,Hydro,32302.52312,1348.030254,4818788840,33286.08836,22.69793703,0.132551806,0.175613791,517648780,27.6570814,9993375227,806,5.257337816,3.1846E+12,735561124,1,0,0,1,5.159030216,5.041639949,9.933662656,4.996703181,717674.9886,-5.952598646,298.0310726,5.239674209,54.91075853,33.26840218
China,2017,Biomass,65164.50193,1539.458867,2141605603,761948.1991,346.2407644,0.834645566,0.287781136,234404122.8,85.12678473,1833191642,825,9.570563155,1.77717E+14,35570376,0,0,0,0,6.605898804,9.189555286,8.591054388,4.517732358,878529.8252,-6.66135573,155.5046897,4.37670175,19.26140108,8.870065174
USA,2004,Biomass,39529.08789,44492.77152,2833758973,819806.2981,83.61964834,0.062832549,0.231710023,393984982.2,64.39334118,9733891325,206,9.348877408,1.023E+14,959363319,1,1,0,0,25.5567107,5.713764101,4.423081242,9.123004982,436342.9187,13.91258116,180.2022895,11.87558383,88.92480186,25.59990837
Japan,2005,Wind,88611.4105,1844.486172,7757042810,345031.0312,823.5237533,0.299285487,0.471786076,706948918.1,49.8836658,2027835241,102,62.38165527,1.39375E+14,493560418,1,0,0,1,58.3481467,8.009332703,6.150376993,5.023087345,253643.5974,35.45777457,230.9697296,14.18678144,59.0675863,66.32367571
Brazil,2002,Hydro,94880.9758,22650.42125,3337166550,833095.1951,142.8286109,0.811832226,0.188774308,855056272.1,77.87863867,5156541672,642,33.36177085,1.31685E+14,1425233724,1,1,0,0,50.22007387,8.227524979,4.070942501,8.449833111,311057.9018,2.274379593,193.9747652,10.5747999,90.31734178,44.13559946
Canada,2011,Solar,59406.91014,43067.85498,1187444338,702874.8937,24.66972655,0.366975024,0.145543166,470734209.4,98.65667959,2969483684,752,32.23420418,1.54649E+14,562391501,0,1,1,0,73.69240921,1.412154297,4.753729352,1.564240075,598958.134,8.314051454,253.8212316,4.327819015,6.709136546,80.53319446
China,2004,Geothermal,4359.987267,7230.716817,1411819745,523040.9391,670.6436834,0.367481457,0.334225555,632736476.2,10.09364963,3027264571,613,59.50576839,5.41926E+13,1106274944,1,0,0,0,12.41043856,6.656016587,5.240190177,8.466141754,719165.9336,6.60275031,226.2017,13.68301924,11.8448114,9.846173628
Australia,2003,Geothermal,58251.60225,31181.72082,2850111385,452270.0452,512.2096985,0.102315182,0.175275609,287090464.3,3.375626627,6408393963,981,38.4987752,2.7765E+13,340582038,1,0,0,1,6.503310138,0.01616941,2.372836653,8.296073475,36736.09835,-9.011022208,212.3193094,4.500275257,40.23953579,97.83689714
Japan,2008,Hydro,67131.95233,20357.63749,5523580040,54833.84749,186.3810238,0.567734139,0.375982727,139056600.4,34.14935007,6720798554,297,65.58048603,1.16587E+14,6344510,1,0,1,0,20.89460307,6.827988713,8.309599878,4.418940079,141694.7475,24.76925597,100.302793,12.7065134,8.146648156,51.53076462
India,2006,Wind,80953.43804,17000.41784,2934977783,698704.6997,561.8745187,0.120866501,0.448114919,486355484.2,25.36575624,5604108762,827,54.4840639,4.03987E+12,1392538951,1,0,0,1,56.11130867,2.592356375,9.923175044,9.649407078,633827.4887,10.49499923,175.2232854,8.305166526,11.12934191,93.86168053
Germany,2007,Biomass,32093.01883,15747.21823,9207687958,337583.2131,678.8039305,0.824952268,0.43229388,983484557,80.40739696,4810957631,269,57.22566553,1.29872E+14,1384811590,0,0,0,0,87.05613207,2.586978632,6.286133381,4.112920845,773807.6042,7.770364592,124.0725794,4.368122293,47.12753452,88.60079441
USA,2016,Geothermal,30358.65551,25466.04527,1885035874,878379.507,949.9852216,0.83908905,0.057587183,621224933.6,48.97938082,126448948.4,979,63.14376646,4.08616E+13,60299925,0,0,1,1,22.72032568,9.572255203,4.705751322,0.447994996,594154.3176,29.60817431,205.9869387,13.03259137,30.26427799,50.16871644
Canada,2019,Wind,66336.25559,11525.86351,6044883349,266160.6624,513.2013704,0.746553592,0.184681829,738666041.2,28.41829226,4456928215,791,10.5759016,1.81898E+14,438592147,1,1,0,1,77.60868302,9.995320802,3.492768769,5.178150553,188426.8304,19.83182668,246.0208657,14.75891015,87.9420742,41.50438039
Brazil,2009,Solar,1087.245594,30299.41087,4686346730,940709.3322,980.0074997,0.853627219,0.073254165,114403024.7,36.86121602,9648434741,60,3.647215473,1.53962E+14,932729473,0,0,1,1,77.16496109,5.975803701,8.396344008,5.367903437,548844.5153,-6.260385185,253.8341153,13.36375467,64.5151526,79.02994399
China,2020,Wind,10298.17097,9729.504063,1700894091,313845.8989,72.7059528,0.060937227,0.125928941,678746672.8,9.182094883,2272298585,560,89.25458576,6.01585E+12,362401998,1,1,1,1,36.00916796,8.236155845,1.722184663,1.565323426,793317.1159,-8.664936053,285.2674395,13.3921847,19.4733951,49.30076887
France,2014,Wind,27027.16335,2219.173129,4412845488,829641.4016,613.9190512,0.950650766,0.213424855,693666043.8,38.54704306,5654419351,689,11.70886105,1.31582E+14,319822127,0,0,0,1,89.78335057,6.393864367,8.78852024,0.721204488,817659.0244,38.42487609,269.9981063,10.23853169,75.4208321,58.57330637
India,2005,Solar,59083.45427,5046.898673,5287566835,574751.9302,221.3521804,0.502870958,0.128617909,811127620.3,1.68417909,2872592759,996,11.33782778,7.76927E+13,1334052624,1,1,1,1,10.90713121,0.256849753,6.48625894,9.089029183,964692.6079,23.15999929,213.4487403,3.011869991,20.72954366,41.08230811
China,2017,Biomass,89468.86476,16756.01403,7872167570,143545.2356,908.1419885,0.364453944,0.127806664,973021735.1,3.891352012,6037773580,624,66.62273426,1.05968E+14,200696785,0,1,0,1,41.46326145,9.46667757,5.058818454,8.944219699,288516.2353,-7.394679074,195.0274235,0.961399132,60.52665082,59.63781294
Canada,2006,Solar,84246.35935,39190.69505,6375725837,561031.2623,413.4224598,0.496245677,0.245443007,747735938,38.24357549,3235589374,698,19.12599057,1.42838E+14,1453713911,1,0,0,0,1.103923459,2.801320956,5.587812908,7.331909276,746355.2553,31.46418412,284.7501676,5.785081686,78.01369694,5.894103377
Germany,2021,Solar,89707.40555,1398.386521,6228336699,994011.3884,141.0080702,0.01714252,0.360595084,831314913.3,68.26705319,5536343582,187,48.33393863,1.62197E+14,67559919,0,0,0,0,3.862570086,8.198785225,3.809089558,1.3702475,70640.19998,28.81115517,175.3512288,10.78614774,39.14519458,40.71560557
Japan,2010,Solar,66127.8122,7455.373566,1446836349,487023.7759,938.7400755,0.720777563,0.079279734,242729740,45.20854791,3116725907,156,89.3500603,3.74372E+13,829795577,1,0,1,1,55.83635374,4.551496293,7.391810314,2.934386872,769733.6127,12.24266723,264.0824512,11.17795066,71.98348114,4.209175732
Brazil,2017,Solar,56296.69452,3082.163472,3554187944,906910.212,213.0620005,0.917178263,0.082108248,69393622.1,54.04639333,4223826372,914,77.05391696,1.02211E+14,1009631084,0,0,1,1,97.05851841,5.006800508,7.126207032,2.768746607,604168.5708,22.56150709,213.6135344,11.80396822,79.01419964,30.0536988
Russia,2004,Biomass,7069.372963,26846.79917,681682333.4,738672.8858,271.6212173,0.114188873,0.098082015,618365043.3,4.250142496,4309276582,130,40.51361424,3.33786E+13,1145956527,0,1,0,0,42.40797926,0.502827776,1.994630614,5.22574433,957502.4673,6.481988032,233.8775871,0.133976097,28.09027301,10.19902034
Brazil,2007,Geothermal,75518.88579,44242.36803,8424385584,568401.3363,244.3423982,0.669035167,0.360433222,472896476,91.78025032,2506848372,438,8.280817099,5.66329E+12,850214259,0,0,0,1,11.87215991,0.933646257,5.744302004,7.896597376,561938.1894,-7.15565013,230.1026521,13.60809401,44.12814394,20.7487195
Russia,2008,Geothermal,59355.71522,4148.91323,7052209780,181684.6994,912.3590122,0.80346437,0.123121569,494666168.6,8.074360748,8238648376,269,42.50881436,1.26217E+14,1380735516,1,1,0,0,96.84928054,3.254937344,7.242018154,3.811885027,171920.7752,-7.04258053,287.0563637,2.842187309,0.512637472,58.68959639
Japan,2013,Biomass,66943.53657,36995.62965,2011734998,770718.0357,227.6819256,0.977060708,0.116230496,244589899.6,11.29728369,7537521958,230,66.13183566,5.93619E+13,746164207,0,1,1,1,97.09909024,0.11098966,4.835356233,6.743181091,931671.3635,17.1814335,211.6541031,14.11482404,74.49416304,69.79367005
USA,2014,Solar,26004.15923,37351.83436,3891135371,719612.7084,694.2543781,0.583986635,0.110182323,357058327,43.34635146,9942773428,172,88.78795578,7.38867E+13,1046914211,0,1,1,0,66.076765,4.231986934,1.364853252,5.069412223,68192.82903,-6.445795496,220.0306279,9.835191923,27.68535094,26.05398816
USA,2020,Solar,55353.68895,33379.08053,3888287221,300234.7959,923.0767786,0.501659167,0.215990113,515055811.2,81.77893953,4473773379,454,85.74372167,1.80814E+14,13062800,0,1,1,1,36.01108871,4.275535753,3.506199802,5.496038485,118618.7836,24.03848918,181.5907964,9.537952642,4.141078742,50.03789559
USA,2008,Solar,52390.92627,18352.68331,9846679135,119708.7838,516.6031884,0.833452881,0.272918703,493257091.6,51.36365989,5136106331,178,37.28222474,4.65001E+13,1106682296,1,0,0,1,25.98772563,9.683135802,7.012246554,0.492129966,644345.2188,5.390552242,126.4866755,13.81514597,29.07681564,39.10572947
Germany,2016,Solar,62929.11525,29316.811,8350796636,334664.788,430.8251426,0.044695572,0.218039643,645943710.7,16.18682251,6373940881,372,21.3635559,5.14528E+13,836436419,0,1,0,1,47.75898205,6.434886281,3.269053206,8.88557602,262776.8208,21.94271501,228.3436776,9.664526982,62.56809794,42.55033352
USA,2005,Geothermal,27698.0929,235.7689088,3215394129,423588.173,153.6330788,0.356439896,0.145047318,230681078,69.48025271,410915174.9,261,60.59958887,1.98814E+14,286093049,0,0,0,1,65.57759916,1.700397703,4.42754578,7.085701829,175636.8182,-8.823484498,206.578466,3.260521447,78.64079476,56.07438689
France,2018,Geothermal,99283.27646,35521.58848,4071291301,979096.8262,112.739228,0.478941036,0.163291386,219158032.7,16.26741687,5487718944,120,99.95479182,9.7847E+13,1216547199,1,1,1,0,42.37987211,1.34638157,6.033411359,0.048747618,720230.9887,30.11536717,266.9236716,3.141620533,85.19873559,60.36604671
Brazil,2020,Geothermal,30884.05359,39759.47714,5967054893,940010.0069,444.1280861,0.745027322,0.088599294,698378241.3,34.78879584,6406825680,168,36.64720808,1.17865E+13,579594219,1,1,1,1,19.35750673,9.251420907,1.524989879,2.247959597,591172.4198,33.14612633,249.9624478,1.40305238,12.89535832,84.34161156
China,2008,Geothermal,76878.5227,9283.263881,7411035136,398767.2568,272.2156768,0.139660608,0.279791964,715205917.7,51.03849763,6944134501,335,88.49803639,7.6911E+13,601741507,0,1,1,0,11.36780178,8.593816982,1.444914956,8.504093894,4870.059947,29.88173268,227.5671821,0.837941668,20.91072273,93.19095179
